"s1","s2","c1","d1","d2","d5","e1","e4","g1","g2","g6_01","g6_02","k2","k1","comp_i","w2r_i","tr_inst_i","risk_i","col_i","reg_i","sci_i","med_i"
1,40,0,6,0,3,6,7,6,1,1,0,5,0,10,1,8,2,3,8,7.33333333333333,2.66666666666667
0,69,0,8,1,1,8,8,6,0,1,1,1,0,8.5,9,6,2.5,7,4.5,6,9.66666666666667
1,36,1,7,0,4,4,5,4,0,0,1,7,1,9.25,9,0,2.5,3.5,5.5,4.33333333333333,4.66666666666667
0,88,1,6,0,3,7,7,6,1,1,1,5,0,7.5,8,6.5,2,8,4,6.66666666666667,7.33333333333333
0,66,0,8,0,3,2,8,8,1,0,0,5,0,10,8.5,7.5,2.5,5,5.5,8,5
0,65,0,10,0,4,3,9,8,0,1,1,3,1,10,10,8,1.5,7,9,7.33333333333333,6.33333333333333
1,47,0,5,0,4,0,2,7,0,0,0,10,0,9,9,0,2,3.5,9,7,4.33333333333333
0,48,0,6,1,3,2,8,6,0,1,0,0,0,9.25,10,6.5,2,8,0.5,7,7.33333333333333
1,55,0,7,1,3,4,8,7,1,1,0,1,0,10,7.5,7,1,8,6.5,9,10
1,69,1,9,1,3,4,3,5,1,0,0,0,1,9.75,10,1.5,2,5.5,4.5,9,5.66666666666667
1,46,1,9,0,3,2,8,8,0,1,0,0,0,10,10,4.5,2,9,7,8,7.66666666666667
0,79,1,9,0,3,5,7,6,1,0,0,0,0,10,10,4.5,2,9,7,8.33333333333333,5.66666666666667
1,65,0,9,0,4,2,8,9,0,1,0,0,0,10,9,6,2,7,5.5,9.66666666666667,5
1,45,1,10,0,7,3,9,10,0,1,0,5,1,7.5,7.5,4.5,2,10,8.5,7.66666666666667,6.66666666666667
0,66,0,8,1,2,6,10,8,0,1,0,3,1,10,9,7,1,8.5,7.5,6,7
1,61,0,8,0,0,0,8,5,1,0,0,0,0,8.5,10,0,1,8.5,6,7,7.33333333333333
1,43,0,8,0,4,6,8,7,0,1,1,4,0,9.75,8.5,8,1.5,6.5,6,7,6
1,45,0,8,0,6,6,8,7,0,1,0,3,0,8,6,7.5,1.5,5.5,8,6.33333333333333,9.66666666666667
1,36,0,7,0,5,8,7,7,0,1,1,3,0,10,7,7,3,5.5,2.5,10,8.33333333333333
1,40,1,10,1,2,2,8,8,0,1,0,7,1,10,8.5,4.5,1,7.5,4.5,6.66666666666667,5
1,50,1,10,0,2,2,10,7,0,1,0,1,0,7.25,7.5,3.5,2.5,6.5,1,6.66666666666667,8
1,32,0,8,0,4,2,7,5,1,1,0,1,0,9.25,8,4,2,3.5,1.5,8.33333333333333,2.66666666666667
0,55,1,0,1,4,0,0,3,1,1,1,8,0,10,5,0,3.5,2.5,7.5,4.33333333333333,3.33333333333333
1,75,0,8,0,2,0,5,5,1,0,1,7,0,10,10,6,1.5,8,5.5,8.66666666666667,1
1,66,0,10,0,1,8,9,8,0,1,0,0,0,10,9,8,2.5,6.5,8.5,9.33333333333333,9.66666666666667
1,75,1,8,0,2,8,7,7,0,0,0,0,0,9.5,9.5,5.5,2,10,7.5,8,9.66666666666667
1,73,0,4,1,1,4,4,7,1,0,0,5,0,5,10,4.5,3,9,8.5,9,5.33333333333333
1,28,1,7,0,5,3,7,3,0,1,1,3,0,8.75,5,2,0,2.5,4,7.66666666666667,9
0,66,0,3,1,4,2,0,9,0,0,0,8,0,9.5,10,1,3,0,10,7.66666666666667,2.33333333333333
1,62,1,10,0,7,2,10,9,0,1,0,0,0,7.5,10,2,2,9.5,7,9.33333333333333,6.66666666666667
1,72,0,7,0,4,3,7,6,0,0,1,5,0,10,7,4.5,2,6.5,8,7.33333333333333,7.66666666666667
1,65,0,7,0,3,5,7,6,0,0,0,1,0,9,10,4,0,5,9,9.66666666666667,4.66666666666667
1,57,1,10,0,2,1,10,5,1,1,0,4,0,10,5,7,2,10,0.5,7.66666666666667,9.66666666666667
1,67,1,8,0,3,2,8,6,1,1,0,4,0,9.25,7.5,5,1.5,5.5,7,4.66666666666667,9.66666666666667
1,71,0,4,0,5,3,4,6,1,1,0,7,0,9.75,6.5,4,1,6.5,4.5,6.66666666666667,4.33333333333333
0,45,1,6,0,8,4,6,7,0,1,1,0,0,10,7.5,6,2,1,7,6.33333333333333,5
0,33,1,5,0,8,0,6,5,0,1,1,3,0,9.5,9,0,1.5,10,9.5,6.66666666666667,10
0,31,0,8,1,0,7,6,6,0,1,1,5,1,9.5,9,8,2,8,8,6.66666666666667,5.33333333333333
0,55,1,10,0,5,0,8,10,0,0,0,0,0,7.5,10,6,2,10,6.5,8.66666666666667,4.33333333333333
0,45,1,7,0,3,2,9,6,1,1,1,4,0,7,10,4.5,2.5,7.5,8.5,5.66666666666667,9.33333333333333
0,38,0,8,0,3,4,8,8,0,1,0,4,0,6.75,5,6,3,5,5.5,8.66666666666667,5.33333333333333
1,19,0,8,0,4,2,9,6,1,1,1,9,0,9.25,7.5,1,1.5,4.5,6.5,6,8.33333333333333
0,69,1,6,0,5,2,6,5,1,0,0,8,1,10,6,5,1.5,1,4.5,8,3
0,51,1,0,1,3,1,7,5,0,1,0,7,0,10,10,2,1.5,7.5,3,8,1.33333333333333
0,48,1,7,0,6,3,7,6,0,0,0,4,0,8.5,7,6.5,2,5,7,5.33333333333333,4.66666666666667
0,65,0,8,0,7,3,7,6,0,1,1,3,0,9,9,5,2,7,7,8.66666666666667,1.66666666666667
0,70,0,9,0,4,3,7,5,0,1,1,3,0,10,7,4.5,0,5.5,1.5,5.66666666666667,6.33333333333333
0,55,1,8,0,4,4,8,5,1,1,1,4,1,6.5,6,6.5,1.5,7,6.5,6.66666666666667,4
1,68,0,8,0,3,6,8,4,0,1,0,3,0,9.5,9,8,1,7,5.5,9.33333333333333,3.66666666666667
0,45,0,5,0,8,3,4,6,0,1,1,0,0,8.5,1.5,2,2,2,4.5,4.33333333333333,5
1,65,1,7,0,2,4,7,7,0,1,1,6,0,10,9.5,4.5,1.5,8.5,9,9.33333333333333,4.66666666666667
1,53,1,8,0,2,1,10,5,1,0,1,5,1,8.75,10,4,1,10,9.5,8,1.66666666666667
1,55,0,9,0,2,0,9,7,0,1,0,2,0,10,9,4,1.5,7,7.5,5.33333333333333,7.66666666666667
0,36,1,10,1,0,0,10,0,0,0,0,1,0,8,10,8,2,5,8.5,9,7.66666666666667
0,70,0,5,0,6,0,5,2,1,0,1,5,0,10,10,0,2,8,3.5,5.33333333333333,0.333333333333333
1,45,0,7,1,4,3,1,6,0,0,0,9,0,7.5,8,5.5,2,10,7,9,6.66666666666667
1,46,0,5,1,2,3,4,8,0,0,0,10,1,8.75,10,2,2,4,7.5,9,1.66666666666667
1,37,0,6,0,0,3,6,7,0,1,0,8,0,6.25,7,6,0,7,6.5,9.66666666666667,10
1,33,0,8,0,3,2,9,8,0,1,0,3,0,9.5,9,6,2,9,10,10,9.33333333333333
1,64,1,6,0,2,2,7,8,0,0,0,0,0,8.5,10,5.5,2,7.5,3,7.33333333333333,9.33333333333333
0,60,0,10,0,0,2,10,7,0,0,0,3,1,7.5,10,7,1,9,9,6.66666666666667,10
0,48,0,5,0,4,4,7,4,0,0,0,4,0,8.75,7,5,2.5,6.5,5.5,5.66666666666667,9.33333333333333
0,67,0,8,0,5,8,8,9,1,1,1,2,0,7.25,5,7,1.5,8,8,10,7.33333333333333
0,55,1,8,0,3,3,8,8,0,1,1,4,0,10,10,8.5,2,5,8,6,4.33333333333333
0,32,1,2,1,3,0,1,2,0,0,0,10,1,8.25,10,0,4,5.5,2.5,7,4.66666666666667
0,61,0,8,0,2,2,7,7,0,1,1,3,1,10,9,5.5,2,5,5.5,8.66666666666667,2.33333333333333
0,70,1,7,0,3,5,8,3,1,0,1,1,0,10,10,3.5,2,8.5,3.5,7,2.66666666666667
0,65,0,7,0,2,2,6,6,0,1,1,5,1,10,7,5,1.5,7.5,6,5.66666666666667,5.66666666666667
1,50,0,0,0,10,0,0,6,0,0,0,0,0,2,0,0,0,6,1,5.33333333333333,3.33333333333333
1,38,0,9,1,2,0,8,6,1,0,1,3,0,10,10,4,2,7,6,7.66666666666667,7.33333333333333
0,67,1,3,1,4,4,3,5,1,1,1,7,0,9,8,1.5,1.5,4,7,7.33333333333333,1.66666666666667
0,50,1,8,0,2,2,7,8,1,1,1,9,0,9.75,10,3.5,2.5,9,8.5,9,1.66666666666667
0,56,0,10,0,2,0,10,7,1,1,1,4,1,10,9,5.5,2,10,6.5,8.33333333333333,3.33333333333333
0,75,1,5,0,3,2,5,5,0,1,1,5,1,10,7,5,1.5,7.5,5,6.33333333333333,4
1,40,0,9,0,6,3,6,6,1,1,0,6,1,7.75,8,7,1.5,8,7,6.66666666666667,3.33333333333333
0,25,1,8,0,7,3,7,3,0,0,1,10,1,10,7,4.5,1.5,2.5,8,5.66666666666667,4.66666666666667
0,41,1,1,0,6,4,1,4,1,1,1,7,0,2,3,6,1.5,5,3.5,5.33333333333333,4.66666666666667
1,44,0,6,0,2,2,8,6,1,0,0,7,0,9.5,8,3.5,2,7,7.5,5,3.66666666666667
1,70,0,6,0,5,4,5,4,1,1,1,10,0,7.25,2.5,7.5,1.5,7,7,7,4
0,72,0,8,0,2,10,7,6,1,1,0,6,0,7.5,10,3,2,5,9,8,8
1,72,0,10,0,2,3,8,7,1,1,0,2,0,10,10,6.5,1,9,6.5,9.66666666666667,2.33333333333333
0,36,1,7,0,6,4,5,7,0,1,1,8,1,10,9,1.5,1,5,4,6.66666666666667,3.33333333333333
1,39,1,8,1,0,5,7,5,0,1,1,3,0,8.25,9,2.5,1.5,8,4,7.33333333333333,3
1,78,0,9,0,6,3,7,7,1,0,0,2,0,10,10,7.5,1.5,7.5,5,7,9.33333333333333
1,33,1,6,1,2,4,5,6,1,0,1,4,0,9.75,9,4,1.5,7,7,8.33333333333333,1.66666666666667
0,51,1,6,0,3,2,3,5,1,1,1,8,0,9.75,6,0,2,3.5,3.5,9.33333333333333,3.66666666666667
1,49,1,2,0,0,5,0,8,0,0,0,10,1,10,0,0,1.5,3.5,7.5,7.33333333333333,5.33333333333333
0,42,0,3,1,1,0,4,5,1,1,1,10,0,9.5,8,2.5,2,5.5,4.5,6.66666666666667,5
1,43,1,6,0,7,3,6,4,1,0,1,7,0,9.75,6,3,2.5,6,6.5,8,3.66666666666667
0,32,0,10,0,4,0,10,8,0,1,0,2,1,7.25,10,6.5,1,7.5,9,7.33333333333333,4.66666666666667
0,67,0,7,0,2,5,7,6,0,1,1,1,0,10,10,4.5,2,8.5,5.5,7.33333333333333,6.33333333333333
1,41,1,4,0,8,5,4,5,1,0,0,5,0,6,6.5,6,1.5,7,5,6.33333333333333,7
1,31,0,4,0,2,5,5,8,1,1,1,7,0,9.75,10,0.5,2.5,3.5,5,7.33333333333333,9.66666666666667
1,31,0,9,0,3,3,8,5,0,0,1,2,0,7.75,5,3.5,2,5,5.5,5.33333333333333,8.33333333333333
1,72,1,7,1,5,2,8,8,0,1,0,0,0,10,7,2,1,0,7,6.66666666666667,10
1,59,1,7,0,3,3,7,6,0,1,1,1,0,10,7,5.5,1,9,4,7.66666666666667,8
1,74,1,7,0,4,4,5,7,1,0,1,4,0,10,8,3.5,1,8,5.5,8.33333333333333,5
1,34,1,7,1,0,4,7,4,1,0,0,3,0,10,10,3.5,0.5,7.5,5,6.33333333333333,6.66666666666667
0,72,1,8,0,5,3,8,5,0,1,0,1,0,10,8,3,2,6,5.5,8,6.33333333333333
1,40,0,10,1,3,0,9,8,0,1,0,3,0,9.75,9,4,2,8,9,5.66666666666667,6.66666666666667
0,73,1,7,1,0,3,4,8,0,1,0,10,0,10,9,8,1.5,6,7.5,7.33333333333333,4.66666666666667
0,67,0,10,0,8,4,9,6,0,1,0,3,0,10,9,5.5,1,10,8.5,7.66666666666667,10
1,70,0,3,0,7,8,3,7,0,1,0,8,0,9.25,1,4,1,4,6.5,8.33333333333333,8.33333333333333
1,72,1,5,0,7,3,0,5,1,1,0,10,0,10,7,2,0,2.5,4,9,0
1,81,1,10,0,4,2,9,5,1,0,0,1,0,10,8,8.5,1.5,5.5,8.5,9,6
0,67,1,9,0,2,2,9,9,1,1,1,2,0,10,10,7,2,9,7.5,7,7.66666666666667
0,66,0,3,0,6,7,4,8,0,1,0,10,0,10,9,0,1,7.5,5.5,8.33333333333333,2.33333333333333
1,56,1,6,0,5,5,5,5,1,1,0,9,1,9,5.5,2,2,4.5,6,4.66666666666667,6
1,31,1,8,0,2,6,10,9,0,0,0,2,1,7.25,10,5.5,1.5,6.5,9.5,7,5
1,66,1,8,0,3,7,7,7,0,1,0,2,0,9.75,5.5,5.5,1.5,6.5,7,8.66666666666667,6.33333333333333
1,67,1,7,0,4,4,7,6,1,1,0,2,1,10,10,5,2,6.5,7,7,8.33333333333333
1,48,1,9,0,4,7,8,8,0,1,0,4,0,9.5,10,5,2,7,10,7,8.33333333333333
1,37,0,9,0,7,1,6,7,0,1,1,8,1,8.5,4.5,1,2,7,5.5,7,7
1,66,0,10,0,2,7,10,7,1,1,0,5,0,9.5,9.5,1,1.5,9.5,2,6,1.33333333333333
1,30,0,4,1,2,0,4,3,1,1,1,6,1,9.5,10,2,2,6.5,4.5,6,6.66666666666667
1,39,1,5,0,3,1,5,6,0,1,0,6,1,9.5,8,1,1.5,6.5,6,6,3.66666666666667
0,68,1,9,1,4,3,10,6,1,1,1,3,0,9,9,5.5,2,6,8.5,7.33333333333333,5
0,66,0,7,0,5,3,7,5,1,0,0,1,1,9.25,8,6,2,8,6,7.66666666666667,9.33333333333333
1,68,0,3,1,4,2,2,5,1,1,1,6,0,9,9.5,2,1.5,5.5,4.5,3.33333333333333,6.33333333333333
1,31,0,8,0,3,2,7,5,1,1,1,2,1,9.5,6.5,2.5,2,4.5,6,8,6
1,45,1,7,0,1,0,3,5,0,1,1,7,1,9.25,10,2.5,0.5,5,7,8.33333333333333,1.33333333333333
1,54,0,3,0,5,5,0,7,0,0,0,7,0,9.75,8,3,2,3.5,6.5,8.33333333333333,1
1,61,0,8,1,2,5,8,5,1,1,0,1,0,10,10,3,1,3,6.5,6.33333333333333,5.33333333333333
1,57,0,8,1,2,1,10,8,0,0,0,5,0,9.25,9,3,1.5,7.5,7.5,9,7.66666666666667
1,29,1,8,1,3,4,9,8,0,1,0,5,0,8.5,8,4.5,2.5,5.5,6.5,7,4.66666666666667
1,72,1,8,1,3,2,5,7,1,0,0,6,0,8.5,8,1.5,0.5,8,8.5,10,9
1,51,0,6,0,7,0,6,5,1,1,1,7,1,9,8,2.5,1.5,6,5.5,6.66666666666667,3.33333333333333
0,51,1,10,0,0,7,10,8,0,1,0,0,0,10,10,9,1.5,6,5,10,8.66666666666667
1,37,1,7,1,1,3,8,6,0,1,0,2,1,9.25,8,6.5,2,7,6,8.33333333333333,9.33333333333333
1,60,1,8,0,2,3,6,9,0,0,0,10,0,8.75,8,4.5,1,6.5,6,7.66666666666667,3.33333333333333
0,48,1,7,1,4,3,6,6,0,1,1,0,0,6.5,5.5,5.5,1.5,5,1,4,2.33333333333333
0,63,1,0,0,8,1,0,6,1,0,0,9,0,9.75,5,0,0,1.5,5,3.33333333333333,0
0,65,1,4,0,4,4,7,5,1,1,1,3,0,10,10,5.5,2,4.5,6.5,6.33333333333333,8
1,59,0,7,0,1,3,6,8,0,1,1,8,1,10,9,5.5,0.5,7,7,7,3.66666666666667
0,42,0,9,0,2,9,9,7,1,1,1,2,1,10,10,5.5,1,7,7,8,8.33333333333333
0,54,0,6,1,6,5,6,4,0,1,1,7,0,9,6,2,1,5,3,6.33333333333333,5.33333333333333
1,56,0,8,0,8,6,10,6,1,1,1,8,0,10,9,3,2,6,7,8,3.66666666666667
0,30,0,6,0,5,4,5,7,0,1,0,7,1,9.75,10,5.5,3,8,7.5,8,7.33333333333333
0,42,0,8,0,1,3,8,7,0,1,1,1,0,10,10,4,1.5,6,8,6.66666666666667,7
1,49,1,9,0,7,3,7,7,1,1,0,2,0,8,7,9.5,3,10,7,8,0.333333333333333
0,67,0,10,1,6,5,10,5,0,1,1,0,0,10,1,8,1.5,6,8.5,8.33333333333333,1
1,74,1,5,1,6,4,6,6,1,1,1,8,0,7.5,6.5,5.5,2,5,5.5,6.33333333333333,4
1,79,0,7,0,7,0,7,6,1,1,1,9,1,7.5,8,8,2,5,8,6,4
0,68,1,8,0,4,6,8,6,1,1,1,4,0,7.5,8,5,1,7,8,8,6.66666666666667
0,65,0,8,0,4,5,7,5,0,0,1,7,0,10,10,2.5,2,9,8,7,7.66666666666667
1,46,1,8,0,7,3,7,6,0,1,0,2,1,9.75,8.5,1,2,7,6,7.66666666666667,2
1,47,1,7,0,3,0,7,7,1,1,0,5,0,9.25,8,2,1,9,6.5,6.66666666666667,5.33333333333333
1,49,0,8,0,6,6,6,6,0,0,0,8,0,8.5,6,5.5,1.5,5,8,6,5.66666666666667
0,74,1,2,1,1,0,0,5,1,0,0,7,0,10,10,1.5,3.5,6,4.5,3.66666666666667,4.33333333333333
1,69,0,6,0,2,4,6,7,1,0,1,4,0,10,2.5,4,2,6,6.5,7.33333333333333,9
1,58,1,10,0,2,5,10,8,0,0,0,2,0,10,5,5,1.5,3.5,1,9,10
1,77,1,6,0,6,2,6,5,1,1,1,0,0,8.75,0,6.5,1.5,9,8.5,6,6
0,73,0,8,0,3,6,7,7,1,1,0,2,0,7.5,10,2.5,1,7,5.5,8.66666666666667,7.66666666666667
1,51,1,8,0,2,7,8,6,0,1,0,5,0,6.5,9,5,1,8,7.5,6.66666666666667,5.33333333333333
0,70,0,8,0,6,3,5,6,0,0,0,4,0,9.5,9,7,1.5,6.5,7.5,10,9.66666666666667
1,65,0,10,0,2,0,8,5,0,1,0,1,0,10,5,7,1,5,4,10,6.66666666666667
0,70,1,9,0,2,6,10,6,1,1,0,1,0,10,10,7,2,9,5,6,5
0,62,0,8,0,4,3,7,4,1,0,1,5,0,10,9.5,3.5,1,7,8,6.33333333333333,4.33333333333333
0,48,1,8,0,7,5,7,4,1,0,0,7,1,10,9,4.5,4,10,8.5,8,7.66666666666667
1,59,0,7,0,7,2,7,1,0,1,1,2,0,6.25,4.5,6,1,0,6,10,7.33333333333333
1,74,0,7,0,4,4,7,5,1,0,0,2,0,6.5,6,5.5,1.5,5,5,6.66666666666667,5
1,30,0,4,1,3,6,5,5,0,0,0,1,0,6.75,8,1.5,4,7,1,8,5.33333333333333
0,59,0,8,0,7,2,9,8,0,0,0,7,0,10,10,4.5,2,9.5,8,9.66666666666667,4.33333333333333
0,55,0,8,0,4,5,5,6,0,1,0,6,0,8.5,8,4.5,2,5.5,7.5,7.33333333333333,6
0,40,0,8,1,4,3,8,5,0,1,1,5,1,10,10,5,1,4.5,4,7.66666666666667,4.66666666666667
1,38,0,7,0,6,3,8,7,0,1,0,6,0,8.25,7.5,5,2,5,5.5,7,5
1,57,1,2,0,9,3,3,3,0,1,1,1,0,7.5,5,0,2.5,5,0,9.66666666666667,2.33333333333333
0,46,1,10,0,4,8,9,6,0,1,1,5,0,9.75,8.5,4.5,2,5.5,3.5,8.33333333333333,3.66666666666667
0,71,1,9,0,2,3,9,3,1,1,1,2,1,10,9,7.5,2,10,4.5,7,6.66666666666667
0,31,0,8,0,1,1,8,6,1,1,1,1,0,9.75,9.5,3.5,2,8,7,9.33333333333333,4
1,36,1,6,1,6,2,8,6,0,1,0,3,1,8.75,10,3.5,1.5,2.5,8.5,5.33333333333333,9
1,47,0,10,0,3,3,9,5,1,1,0,8,0,10,9,5,1,10,5,6.33333333333333,7.33333333333333
0,35,1,7,0,8,2,7,7,0,1,0,7,0,8.25,8,7,2.5,8.5,8,5.66666666666667,3
1,39,0,6,0,3,4,8,7,0,1,1,3,0,8,9,6,2.5,7,6.5,7.66666666666667,5
0,56,0,9,0,4,2,8,8,0,1,1,9,0,7.75,7,0,1,6,8,4,6
1,49,0,8,0,7,3,8,8,1,1,1,6,0,8.25,8,7.5,2,5.5,8,7,3
0,34,0,9,0,3,4,9,6,0,1,1,6,1,10,10,4.5,0.5,8,7.5,10,10
0,45,1,6,1,2,3,3,6,1,0,0,8,0,10,6,0,2,6,4.5,7.66666666666667,3.33333333333333
0,73,0,5,0,6,2,6,6,1,1,1,10,0,10,6.5,5,4,6,7.5,6,5.33333333333333
0,51,0,6,1,7,4,6,4,1,0,1,5,0,9,7,4.5,3,5.5,7,4.66666666666667,5.33333333333333
0,51,0,8,0,3,0,8,7,1,0,0,2,0,9.5,8,3.5,0.5,7,8,7,5
0,37,0,6,0,3,9,7,6,0,1,0,3,1,10,10,3.5,2,7,4.5,7.33333333333333,2
0,55,0,8,0,2,4,8,6,0,1,1,3,0,10,10,8.5,3,7.5,8,10,1.66666666666667
0,69,0,8,0,3,3,8,9,0,1,0,5,0,10,9,3.5,0,6.5,5.5,7,6.33333333333333
0,67,1,7,0,4,1,8,3,1,1,1,5,0,8.25,9,4,3,5,9,7.33333333333333,5.66666666666667
0,60,1,10,1,1,0,9,8,1,0,0,1,0,10,10,8,2.5,7.5,9,9.33333333333333,5.33333333333333
0,37,1,7,0,3,2,8,6,0,1,0,4,1,7.25,5,5.5,3,4,8,4.33333333333333,6
0,48,1,10,0,1,4,10,8,0,1,1,0,0,10,10,7.5,2,10,8.5,10,10
0,64,0,7,0,7,2,8,6,1,1,1,10,0,6,7.5,10,1,9.5,7,9,2
1,46,1,8,0,3,2,8,7,0,0,0,2,0,8,10,6.5,1,6,6,10,9.66666666666667
1,53,0,7,1,2,8,8,4,1,1,1,3,0,9,8,1.5,2.5,4,6.5,8,9
1,84,0,8,0,3,1,8,4,1,1,1,6,1,9.75,0.5,3,2,9.5,7,9,6
1,61,0,6,0,6,1,6,7,0,0,0,0,0,6,6,4,1,2.5,5,8.66666666666667,5.33333333333333
1,53,1,7,0,1,0,7,4,0,0,0,5,1,10,8,7,1,6,10,8.66666666666667,9.66666666666667
1,71,1,7,0,8,2,7,4,1,1,1,1,0,5.25,7.5,5,1,6.5,6,6.66666666666667,9.66666666666667
0,58,0,8,0,4,6,8,8,0,1,0,1,0,9.5,9,7,1,6.5,7.5,8,9.66666666666667
1,70,0,7,1,3,3,3,8,1,1,1,7,0,9,9,2.5,1.5,8,5.5,4.33333333333333,8
1,67,0,3,0,8,5,3,7,0,1,0,2,0,6.5,1,5.5,2,10,6.5,8,7.66666666666667
1,47,0,9,1,6,2,8,8,1,1,1,4,1,7.75,8,7,0.5,6.5,8,6,3.66666666666667
1,48,0,7,0,2,2,7,8,1,0,0,0,0,8,7.5,4,2,5,6,7,7
0,68,1,3,0,0,6,0,6,1,1,0,10,0,10,10,0,2,0,8,8.66666666666667,3
0,72,0,10,0,1,4,10,7,1,0,0,2,0,10,10,3.5,3,10,2,9.33333333333333,9
1,60,0,10,0,1,2,9,1,0,1,1,1,0,9.5,9,7,2,6,10,7.33333333333333,10
1,34,0,10,0,3,3,9,6,0,1,1,4,0,9,6.5,6,2.5,5.5,7,7.33333333333333,4.33333333333333
1,47,1,8,0,3,5,8,7,0,1,1,2,0,9.25,8.5,6,2.5,7,8,7.66666666666667,6
1,60,1,8,0,4,3,8,4,1,1,0,8,1,8.75,9,1.5,3,8,8,8,4.33333333333333
0,61,1,10,0,2,0,7,3,0,1,1,0,0,9.25,7.5,1.5,0,8,7.5,3.66666666666667,8.66666666666667
1,57,1,5,1,3,3,0,6,0,0,0,6,0,10,5.5,0,2,8.5,3,6.66666666666667,3.66666666666667
0,70,1,7,0,2,3,4,10,1,0,1,8,0,9.75,9,0.5,2,5.5,5.5,7.33333333333333,7.33333333333333
0,65,0,10,1,2,7,7,5,1,1,1,0,0,10,10,3,2,3.5,6.5,9.33333333333333,7.66666666666667
1,30,0,7,0,4,2,7,7,0,1,0,2,0,7.75,5.5,3.5,1,6.5,5.5,6.66666666666667,9.33333333333333
1,66,1,6,0,6,2,6,4,1,1,0,9,0,10,6,1,2,6,7,7.33333333333333,5.33333333333333
1,59,1,10,0,4,8,10,5,0,1,1,5,0,10,2.5,8,1.5,10,6,9.66666666666667,1
1,64,0,10,0,2,3,10,7,0,1,0,0,0,10,10,9.5,1.5,10,8,10,5.33333333333333
1,74,0,3,1,4,3,2,6,1,1,0,8,0,9.25,1,4.5,1,5.5,5,5.66666666666667,4
1,42,1,6,0,4,3,7,6,1,1,1,5,1,10,10,5,2,6,6,5.66666666666667,9
0,30,0,9,1,0,0,9,8,0,1,0,6,0,10,10,3,1,10,7,4.66666666666667,6.33333333333333
1,55,1,4,0,5,5,0,5,0,0,0,7,0,10,5.5,0,2.5,6.5,8,4.66666666666667,3.33333333333333
1,63,0,7,0,3,7,7,8,0,1,0,1,0,8.25,8,8,1.5,6,7,7.66666666666667,10
0,60,1,9,0,1,4,8,6,0,1,1,1,1,10,10,6.5,2,3,8,7,6.66666666666667
0,72,1,8,0,1,0,0,2,0,1,1,10,0,10,10,0,1.5,5,10,10,3
0,57,0,0,1,2,0,0,3,0,1,1,1,0,9,9,3,2,3.5,10,8.66666666666667,4
0,68,1,10,1,4,7,10,7,1,0,0,0,0,10,10,8.5,2,6,10,10,10
0,37,0,5,0,7,1,7,7,1,1,1,10,1,9,8.5,9.5,1.5,9.5,7.5,9,0.666666666666667
1,70,0,9,0,0,7,9,8,0,0,0,0,0,10,9,6,1.5,10,7.5,9.66666666666667,6
0,73,0,7,0,7,4,7,6,1,1,1,3,0,7,10,6,2.5,8,4.5,7.66666666666667,7.33333333333333
0,74,0,8,0,1,3,8,7,1,0,0,3,1,10,10,7,2,6.5,7,7.66666666666667,9.33333333333333
0,85,1,8,0,2,4,8,5,1,1,1,0,1,9,6,7.5,0.5,6,7,7.33333333333333,3.33333333333333
0,32,1,6,0,3,1,6,6,0,1,1,6,1,10,7.5,5,2,7,6,5.33333333333333,6.33333333333333
1,67,0,2,0,5,3,0,7,0,1,1,8,0,10,10,0.5,1.5,4,9,6.33333333333333,7.33333333333333
1,81,0,7,0,2,5,6,5,0,1,1,5,0,9.5,9.5,7,1,6,6.5,7.66666666666667,7
0,66,0,5,0,2,1,5,2,0,1,0,0,0,9.25,8,2.5,2,5,3.5,5,7
0,40,1,8,0,2,0,8,5,1,1,1,5,0,9.75,9,6,2,7,7.5,7.66666666666667,3
1,44,0,9,0,6,5,10,6,0,1,1,8,0,7.25,6.5,3.5,0.5,4.5,7.5,4.33333333333333,5
1,33,1,9,0,2,7,8,7,0,1,1,9,0,9.5,6,5,2,6.5,10,6.66666666666667,7.66666666666667
0,67,1,7,0,7,4,5,5,1,1,1,7,0,7.75,8.5,1,1.5,9,8.5,9,7
1,49,0,8,0,6,4,6,6,1,0,1,4,0,8,5.5,6.5,2,6,6.5,6.66666666666667,3
0,68,1,7,1,9,1,10,9,0,1,1,5,0,7.75,9,8,2.5,9,9.5,9.33333333333333,1.66666666666667
1,70,1,9,0,4,1,7,7,1,0,0,3,0,10,5,4.5,3.5,4.5,4.5,8.66666666666667,10
1,59,1,8,0,1,7,9,8,0,1,0,4,0,10,9.5,3,2.5,7.5,9,9.66666666666667,5.66666666666667
1,75,1,2,0,7,7,3,2,1,0,0,9,0,8,10,1,2,4,8.5,6.66666666666667,10
1,55,0,3,0,6,3,5,2,1,0,0,9,0,8,5,1,3,7,6.5,8,8.66666666666667
0,68,1,9,0,8,5,8,7,1,1,1,7,0,9.25,9.5,9,2.5,9.5,8,9.33333333333333,1.66666666666667
0,76,0,6,0,7,3,5,8,0,0,0,9,0,8.5,3,4,1,6,7.5,5.33333333333333,4.66666666666667
0,27,0,8,0,4,5,8,7,0,1,0,3,0,8.75,7.5,8,2,7,9.5,8.66666666666667,8
0,32,0,7,1,0,4,7,8,0,1,0,4,0,8.5,10,7,3,7,6.5,9.66666666666667,8.33333333333333
0,43,0,6,0,5,3,6,5,0,1,1,7,0,10,5.5,5,2,5,7,6,4.33333333333333
